기준,BUDAT_NM,날짜1,날짜2,날짜수식전환,월주,주,요일,월,COURSE_CD,local_code,PK_CUST_CD,CUST_NM,지역,주소,구,X,Y,ITEM_CD,ITEM_NM,QCT_NO,STD_PACK_QTY,총량,BOX,낱개,TRP_TYP,TRP_CUST_CD,수제구분,CBM
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-149,1057506,한소망약국,서울,"서울 관악구 신림로 198, 1층(신림동, 경성빌딩)",관악구,126.9368842,37.47506553,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-629,1057797,사랑약국,서울,"서울 중구 청계천로 100, 지하1층(수표동, 시그니쳐타워)",중구 ,126.9884224,37.56750032,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-401,1057847,연두약국,서울,"서울 서초구 태봉로 70, 110호(우면동, 우면프라자1)",서초구,127.025583,37.46453946,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-22,1058067,별빛약국,경기,"경기 고양시 덕양구 삼송로 88, 1층 103호(삼송동, 오성프라자)",고양시,126.8840149,37.65073408,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-22,1058067,별빛약국,경기,"경기 고양시 덕양구 삼송로 88, 1층 103호(삼송동, 오성프라자)",고양시,126.8840149,37.65073408,5000012,부채표쌍화탕 100ML,K042,100,300,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-71,1058187,햇빛가득약국,경기,"경기 고양시 덕양구 충장로 14, 401호(행신동, 글로리아프라자)",고양시,126.8344758,37.61403591,5001796,부채표가을생강쌍화 100ml,K035,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-71,1058187,햇빛가득약국,경기,"경기 고양시 덕양구 충장로 14, 401호(행신동, 글로리아프라자)",고양시,126.8344758,37.61403591,5002036,부채표 쌍화골드(도라지) 100mL,K010,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-5,1058458,두리약국,경기,"경기 파주시 청암로17번길 17 (목동동, 홈플러스 파주운정점) 2층 X19",파주시,126.7367602,37.72956862,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-300,1058571,광주약국,서울,"서울 동작구 동작대로 127 (사당동, 광주약국)",동작구,126.981942,37.48796553,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-374,1058581,구슬약국,서울,"서울 서초구 서초중앙로 113 (서초동, 영한빌딩)",서초구,127.013739,37.49187017,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-146,1058591,정온누리약국,서울,"서울 관악구 남부순환로 1812 (봉천동, 윤건빌딩) 1층",관악구,126.9513294,37.48111131,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-6,1058704,레몬약국,경기,"경기 파주시 가온로 106 (목동동, 대로프라자) 102호",파주시,126.7443721,37.72050268,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-77,1058748,화정봄약국,경기,"경기 고양시 덕양구 화중로 205 (화정동, 화수빌딩) 1층 101-1호",고양시,126.8337405,37.64531607,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-303,1058751,바름약국,서울,"서울 동작구 흑석로 101 (흑석동), 1층",동작구,126.9605826,37.50774665,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-17,1058952,오늘약국,경기,경기 파주시 문산읍 방촌로 1729 (당동리) 1층 107호,파주시,126.7848453,37.86706924,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-17,1058952,오늘약국,경기,경기 파주시 문산읍 방촌로 1729 (당동리) 1층 107호,파주시,126.7848453,37.86706924,5000070,비타천플러스 100ML,K080,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-351,1058953,명음약국,서울,"서울 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",서대문,126.9558994,37.55799893,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-302,1058971,라파약국,서울,"서울 동작구 상도로 348 (상도동, 평강빌딩) 1층",동작구,126.9524122,37.49724162,5000039,부채표쌍화천 100ML,K129,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-83,1059123,가양누리약국,서울,"서울 강서구 허준로 198 (가양동, 가양프라자), 제1층 104호 105호",강서구,126.8602545,37.56129244,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-336,1059192,옵티마유한약국,서울,"서울 마포구 월드컵북로 236 (중동), 1층 1호",마포구,126.9034282,37.57030028,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-539,1059200,참약국,서울,"서울 영등포구 영신로19길 18, 1층 (영등포동, 금영빌딩)",영등포,126.9057728,37.51396436,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-48,1059239,예닮약국,경기,"경기 고양시 일산서구 후곡로 22 (일산동, 신일빌딩) 106호",고양시,126.7637832,37.67913247,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-24,1059294,본그린약국,경기,경기 고양시 일산서구 일현로 91 (탄현동)  1층 102호,고양시,126.7645833,37.69519536,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-362,1059296,이층약국,서울,"서울 서대문구 홍은중앙로3길 9 (홍은동, 북한산 두산 위브), 203호 1차",서대문,126.9459012,37.59706535,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-342,1059334,자이약국,서울,서울 마포구 대흥동 12 일대 신촌그랑자이근린생활시설 1동 103호,마포구,126.9456069,37.55637664,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-65,1059569,튼튼약국,경기,"경기 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스) 2층 208호",고양시,126.7619312,37.67025911,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-13,4501154,대원약국,경기,"경기 고양시 일산서구 주엽동 66-1 일송노블레스 105,106호 (대원약국)",고양시,126.7619281,37.67026021,5001445,판콜에스내복액 30ML X 5,K238,36,1800,50,0,Y,고려택배,X,1.35
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-176,1000202,진영약국,서울,서울 광진구 구의동 221-3,광진구,127.0886406,37.54030696,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-160,1001153,뉴메디칼약국,서울,서울 광진구 노유동 45-17,광진구,127.0892674,37.54767848,5000039,부채표쌍화천 100ML,K129,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-158,1001254,금성약국,서울,서울 광진구 구의동 252-90,광진구,127.0836608,37.537577,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-158,1001254,금성약국,서울,서울 광진구 구의동 252-90,광진구,127.0836608,37.537577,5000012,부채표쌍화탕 100ML,K042,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-179,1001449,청구약국,서울,"서울 광진구 광장동 470-3 진넥스오딧세이 1층 106,107호""",광진구,127.0972468,37.54133516,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-3,1001810,경안약국,경기,경기 광주시 경안동 75-1,광주시,127.2571763,37.41346065,5000039,부채표쌍화천 100ML,K129,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,양평-9,1001828,중앙약국,경기,경기 양평군 용문면 다문리 731,양평군,127.5935291,37.48437667,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-153,1003041,21세기약국,서울,서울 광진구 중곡동 124-56,광진구,127.0875529,37.55798662,5000039,부채표쌍화천 100ML,K129,100,700,7,0,Y,고려택배,X,0.189
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-479,1008319,일번약국,서울,"서울 송파구 토성로 21(풍납동,대동빌딩1층)",송파구,127.113003,37.53080711,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-156,1008824,그랜드약국,서울,서울 광진구 화양동 34-4,광진구,127.0690347,37.54334805,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-18,1009235,오메가2약국,경기,경기 광주시 송정동 112-12,광주시,127.2566683,37.41594786,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-18,1009235,오메가2약국,경기,경기 광주시 송정동 112-12,광주시,127.2566683,37.41594786,5002036,부채표 쌍화골드(도라지) 100mL,K010,100,300,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-9,1009733,명성약국,경기,경기 광주시 경안동 71-3,광주시,127.2576456,37.41144068,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-178,1010084,참조은약국,서울,서울 광진구 화양동 18-1,광진구,127.0702909,37.54785688,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-162,1011407,백조약국,서울,서울 광진구 중곡동 240-1,광진구,127.0798495,37.56375119,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-154,1012319,군자백화점약국,서울,서울 광진구 능동 222-4,광진구,127.081485,37.55598021,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-25,1012426,중앙윤약국,경기,경기 광주시 퇴촌면 광동로 73-8 (의성빌딩1층),광주시,127.310845,37.47082072,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,구리-11,1012933,열린약국,경기,경기 구리시 수택동 479-3 1층,구리시,127.1468031,37.59479206,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-20,1014142,온누리부부약국,경기,"경기 광주시 퇴촌면 광동로 33 (광동리, 백운빌딩)",광주시,127.3065047,37.47071995,5000039,부채표쌍화천 100ML,K129,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-5,1014345,굿모닝약국,경기,경기 광주시 탄벌동 동보아파트 41-18 1층 101호,광주시,127.2438717,37.44046214,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-24,1014618,중앙약국,경기,경기 광주시 역동 22-10 희망빌딩1층,광주시,127.2588147,37.40815118,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-167,1014805,센터온누리약국,서울,"서울 광진구 능동로 420, 1층(중곡동,성문빌딩)",광진구,127.0847623,37.56629211,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,하남-3,1021124,규민약국,경기,경기 하남시 덕풍동 744 KNmall 403,하남시,127.2076451,37.55176439,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-172,1023461,인정약국,서울,서울 광진구 뚝섬로 655(자양동),광진구,127.0823226,37.53159403,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-2,1023889,건강온누리약국,경기,경기 광주시 퇴촌면 광동로 75-1,광주시,127.3107571,37.47062859,5000039,부채표쌍화천 100ML,K129,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-2,1023889,건강온누리약국,경기,경기 광주시 퇴촌면 광동로 75-1,광주시,127.3107571,37.47062859,5001928,미인활명수액 75mL,K002,120,1200,10,0,Y,고려택배,X,0.27
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-17,1034184,양벌약국,경기,경기 광주시 오포읍 마루들길 216(이가빌딩),광주시,127.2554497,37.37804408,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-31,1039109,행복한약국,경기,"경기 광주시 중앙로 101, 101(경안동,외1필지제1층)",광주시,127.2584136,37.4088143,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-181,1042861,행복한약국,서울,서울 광진구 자양동 612-58,광진구,127.0821014,37.53573568,5000039,부채표쌍화천 100ML,K129,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-175,1044727,중곡메디칼약국,서울,서울 광진구 중곡동 123-1 1층,광진구,127.0876681,37.55755592,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,구리-12,1045427,우진메디칼약국,경기,"경기 구리시 건원대로 79, 1층(일부)(인창동)",구리시,127.1385914,37.60805289,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-170,1045605,옵티마자양미소약국,서울,서울 광진구 자양동 608-7 1층,광진구,127.076836,37.53264905,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-170,1045605,옵티마자양미소약국,서울,서울 광진구 자양동 608-7 1층,광진구,127.076836,37.53264905,5001928,미인활명수액 75mL,K002,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-12,1045816,백제약국,경기,"경기 광주시 초월읍 경충대로 1083, 1층(SM프라자)",광주시,127.2976584,37.37379178,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-12,1045816,백제약국,경기,"경기 광주시 초월읍 경충대로 1083, 1층(SM프라자)",광주시,127.2976584,37.37379178,5000012,부채표쌍화탕 100ML,K042,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-26,1046628,청개구리약국,경기,경기 광주시 중앙로 146-5 (경안동) 1층,광주시,127.2573322,37.41251495,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-26,1046628,청개구리약국,경기,경기 광주시 중앙로 146-5 (경안동) 1층,광주시,127.2573322,37.41251495,5000039,부채표쌍화천 100ML,K129,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,양평-1,1047336,별약국,경기,경기 양평군 양평읍 시민로 37-1,양평군,127.4959401,37.49052726,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-169,1048465,온누리메디칼약국,서울,서울 광진구 자양동 8-1 송천빌딩1층 102,광진구,127.0675985,37.54062633,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-30,1051603,하얀약국,경기,"경기 광주시 광주대로 49-21, 1층(경안동)",광주시,127.2596828,37.41118751,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-477,1051716,월드타워약국,서울,"서울 송파구 올림픽로 300, 지하1층(신청동,롯데마트 월드타워점)",송파구,127.1027187,37.51250785,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-22,1052579,이화정문약국,경기,"경기 광주시 광주대로 55번길 7-6, 1층(경안동)",광주시,127.2594909,37.41114566,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-11,1053752,박약국,경기,경기 광주시 도척면 도척로 333,광주시,127.3364634,37.32302879,5001928,미인활명수액 75mL,K002,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-166,1054129,세영약국,서울,"서울 광진구 뚝섬로27길 65, 1층(자양동)",광진구,127.0666264,37.53868882,5000039,부채표쌍화천 100ML,K129,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-164,1054345,새동산약국,서울,"서울 광진구 능동로 378, 1층(중곡동)",광진구,127.0828935,37.56292438,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-161,1055198,메디팜백악관약국,서울,서울 광진구 용마산로 4 1층(중곡동),광진구,127.0887566,37.55404861,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,시흥-5,1055327,나나약국,경기,"경기 시흥시 장현장곡로 2, 110호 (장곡동, 메디프라자)",시흥시,126.7892988,37.37886287,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,하남-12,1055516,하나약국,경기,"경기 하남시 미사강변동로 73, 112,113호(망월동, 미사강변노블레스)",하남시,127.1930034,37.56154497,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-471,1055818,문정온누리약국,서울,"서울 송파구 송파대로 167, G132호(문정동,문정역테라타워)",송파구,127.122037,37.48505358,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-21,1056660,우리동네이화약국,경기,"경기 광주시 오포읍 신현로 121, A동 104호",광주시,127.1599447,37.35897094,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-7,1056950,동민약국,경기,경기 광주시 순암로 502-1(삼동),광주시,127.1999238,37.41140248,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-185,1057133,힘찬약국,서울,"서울 광진구 뚝섬로 631-1, 1층(자양동)",광진구,127.0799835,37.53204723,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,구리-9,1058320,상쾌한약국,경기,경기 구리시 갈매중앙로 70 (갈매동) 119호,구리시,127.117141,37.63053595,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,서울-155,1058764,군자한마음약국,서울,"서울 광진구 천호대로 557 (중곡동, 풍국빌딩) 1층 102호(중곡동)",광진구,127.0802922,37.55724026,5000039,부채표쌍화천 100ML,K129,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,구리-17,1059177,힘찬약국,경기,"경기 구리시 건원대로 3 (인창동, 흥화브라운오피스텔) 1층 101호",구리시,127.1406439,37.60141353,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,남양주-22,1059319,밝은미소약국,경기,"경기 남양주시 114호, 115호 와부읍 수레로9번길 11 (덕소리), 1층",남양주,127.2580035,37.64296989,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TB,광주-1,4500328,(주)티제이팜(분당물류센터)(납품처),경기,경기 광주시 순암로 395-10,광주시,127.2093134,37.40573915,5000039,부채표쌍화천 100ML,K128,100,2000,20,0,Y,고려택배,X,0.54
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TC,의정부-34,1000184,회룡초록약국,경기,"경기 의정부시 외미로 100 106(호원동,외2필지회룡타운1동)",의정부,127.0466098,37.72404801,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TC,포천-9,1000275,서울약국,경기,경기 포천시 소흘읍 송우리 196-1,포천시,127.1477844,37.82975468,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TC,남양주-40,1000638,적십자약국,경기,경기 남양주시 와부읍 덕소리 421-2,남양주,127.2141861,37.58922978,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TC,서울-278,1000723,경원약국,서울,서울 동대문구 제기동 1036,동대문,127.0386596,37.57960462,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TC,서울-297,1000866,하나온누리약국,서울,"서울 동대문구 사가정로 206, 1층(장안동)",동대문,127.067879,37.57845832,5000070,비타천플러스 100ML,K080,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TC,서울-234,1001248,동문약국,서울,"서울 노원구 하계동 191,192번지""",노원구,127.0700818,37.63571663,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TC,서울-66,1002220,솔약국,서울,서울 강북구 미아동 1354-5 벽산라이프파크아파트상가 312,강북구,127.0112028,37.62013582,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
